FID,lamp_post_info_id,parent_id,department_id,responsible_id,lamp_status_id,lamp_survey_id,lamp_post_type_id,lamp_cover_type_id,single_tag_lamp_type_id,lamp_post_code,geom,color_code,longitude,latitude,iot_control_id,lux,lamp_survey_name,district_name,lamp_post_type_name
bma_streetlight.fid-122492c5_19f42063c6e_-31a3,605577,605577,2,33,1,1,2,1,10,lamp-ID-2d3eeda6-cd35-46b9-ad20-57728b504d5f,POINT (13.731431401920801 100.53865906732031),#ABABAB,100.5387,13.7314,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-31a2,565909,565909,2,33,1,1,2,1,10,lamp-ID-ae271e2a-5b32-4c64-8474-bf805bc4c225,POINT (13.729756787677433 100.54222800825976),#ABABAB,100.5422,13.7298,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-31a1,775131,775131,1,3,1,2,4,1,3,lamp-ID-339388b8-3446-4ef0-a296-4a9f638e4d07,POINT (13.7380573 100.5391304),#9D5A9B,100.5391,13.7381,2,50.48,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-31a0,912331,703349,2,33,1,2,1,1,3,lamp-ID-56bb8207-0a81-4641-a258-d13fb978adf2,POINT (13.746993 100.518877),#9D5A9B,100.5189,13.747,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-319f,912486,576683,2,33,1,2,1,1,3,lamp-ID-8e1177cc-d267-4c4b-b623-600aaef4c677,POINT (13.744238 100.522291),#9D5A9B,100.5223,13.7442,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-319e,830262,431823,2,33,1,2,2,1,1,lamp-ID-1347b68c-d335-4d01-aacf-2e1f57a783d8,POINT (13.743578 100.525599),#E3525B,100.5256,13.7436,2,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-319d,759455,759455,1,3,1,2,3,1,3,lamp-ID-6697ed22-6f54-4c3e-b251-ba9084e2624e,POINT (13.739881783604476 100.5158151133617),#9D5A9B,100.5158,13.7399,2,,มี,ปทุมวัน,เสาเหล็กกิ่งคู่
bma_streetlight.fid-122492c5_19f42063c6e_-319c,860557,435670,1,3,1,1,2,1,3,lamp-ID-ee8ab71c-4cc3-42bc-980d-3ecb7f747e1e,POINT (13.7268 100.544604),#9D5A9B,100.5446,13.7268,1,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-319b,546047,546047,1,3,1,2,1,1,3,lamp-ID-3e796b67-5526-4a7d-b240-e91997198e37,POINT (13.74892085 100.5170007),#9D5A9B,100.517,13.7489,2,60.61,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-319a,912522,445294,2,33,1,2,1,1,3,lamp-ID-d608cdf4-949f-4d3f-b510-48d4665cafad,POINT (13.74376 100.522059),#9D5A9B,100.5221,13.7438,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3199,700268,700268,1,3,1,1,2,1,3,lamp-ID-62f70c14-23e0-4f7e-8f19-7739ff4d5fc2,POINT (13.745967466578932 100.54415655381678),#9D5A9B,100.5442,13.746,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3198,756454,756454,2,33,1,2,1,1,3,lamp-ID-9d659414-e6c9-41bd-9e68-f4ca1880207a,POINT (13.7447609300068 100.5498066370899),#9D5A9B,100.5498,13.7448,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3197,844743,781322,1,3,1,2,2,1,3,lamp-ID-183d2180-ad1c-4043-86dd-4ea1c8c269e8,POINT (13.729812 100.536916),#9D5A9B,100.5369,13.7298,2,21,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3196,432257,432257,2,33,1,1,2,1,10,lamp-ID-2a6b1964-92fc-461e-9f32-be86f9c30713,POINT (13.729684924308808 100.54405494257084),#ABABAB,100.5441,13.7297,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3195,576279,576279,2,33,1,1,2,1,10,lamp-ID-ec229c74-0071-4957-b2e5-7552db8973bd,POINT (13.744060371212948 100.54258046054622),#ABABAB,100.5426,13.7441,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3194,498801,498801,1,3,1,2,2,1,3,lamp-ID-8d8cfa87-cc16-499a-8cac-79b094802a57,POINT (13.72304292 100.5523991),#9D5A9B,100.5524,13.723,2,46.3,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3193,496902,496902,2,33,1,1,2,1,10,lamp-ID-7b73f433-7e18-49be-a5da-ce99e88408f0,POINT (13.729429415433497 100.54380699444867),#ABABAB,100.5438,13.7294,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3192,604335,604335,2,33,1,1,2,1,10,lamp-ID-ec4733d9-5270-40e6-8ab5-5b9a309d2158,POINT (13.730341590348901 100.53819887738341),#ABABAB,100.5382,13.7303,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3191,853224,542040,1,3,1,2,2,1,3,lamp-ID-f20d4208-532f-48d8-8067-944560c24f8b,POINT (13.740249 100.52144),#9D5A9B,100.5214,13.7402,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3190,911436,529483,2,33,1,1,2,1,10,lamp-ID-89281361-dc9e-466a-9961-acda96e4cda5,POINT (13.749848451121501 100.5244314552925),#ABABAB,100.5244,13.7498,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-318f,715223,715223,1,3,1,1,2,1,10,lamp-ID-d26cd960-fa58-431f-8e87-ef69f31507d7,POINT (13.736886826468458 100.52937641762041),#ABABAB,100.5294,13.7369,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-318e,469824,469824,2,33,1,1,2,1,10,lamp-ID-50e5b70b-66c5-4600-ae35-d3e1c9f56a19,POINT (13.732534082918853 100.54512296895028),#ABABAB,100.5451,13.7325,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-318d,917971,423983,2,33,1,2,1,1,3,lamp-ID-b9796243-c04c-4c95-a401-64a30510262a,POINT (13.744735254785176 100.54924474305919),#9D5A9B,100.5492,13.7447,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-318c,694548,694548,2,33,1,2,1,1,3,lamp-ID-61b4a726-eef7-4188-bb41-bd31f7b98d19,POINT (13.74934066407059 100.52869535110199),#9D5A9B,100.5287,13.7493,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-318b,576180,576180,1,3,1,2,1,1,1,lamp-ID-0beb4e88-02d4-4023-b424-88180706e400,POINT (13.72412909 100.5499948),#E3525B,100.55,13.7241,2,65.79,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-318a,927260,770674,1,3,1,2,4,1,3,lamp-ID-38b4a6a8-2994-4f99-9490-4c56a26bd807,POINT (13.744086103130067 100.54364431145135),#9D5A9B,100.5436,13.7441,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3189,860744,555577,2,33,1,2,2,1,3,lamp-ID-7ad27024-eee8-496d-95e0-009fb955b7d3,POINT (13.731859 100.547087),#9D5A9B,100.5471,13.7319,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3188,575725,575725,1,3,1,1,2,1,10,lamp-ID-3669b9a9-10b9-4e62-94c3-86e53406f97c,POINT (13.741243263922703 100.54334222584023),#ABABAB,100.5433,13.7412,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3187,770273,770273,2,33,1,2,4,1,3,lamp-ID-8c9dc241-ba5f-4dba-af19-fbbcec659d88,POINT (13.743873681637847 100.54366129237681),#9D5A9B,100.5437,13.7439,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3186,565960,565960,2,33,1,1,2,1,10,lamp-ID-02244aa3-9718-4b21-824d-ff616a6fa148,POINT (13.733063075059375 100.53984784264136),#ABABAB,100.5398,13.7331,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3185,551827,551827,1,3,1,1,2,1,2,lamp-ID-12ea8df3-b465-4ce8-8548-276482824a8c,POINT (13.742088102278425 100.54360205418806),#16A3D4,100.5436,13.7421,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3184,899575,703724,1,3,1,2,1,1,3,lamp-ID-b95a431c-a3c3-4ae4-bf88-a557ad3eaa44,POINT (13.745977313596965 100.54794860210738),#9D5A9B,100.5479,13.746,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3183,604433,604433,2,33,1,1,2,1,10,lamp-ID-b137e0b8-e347-48d1-8c4f-3ba4393f45bb,POINT (13.73384423366399 100.54072403919493),#ABABAB,100.5407,13.7338,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3182,902680,512734,1,3,1,2,2,1,3,lamp-ID-64209fe8-0bad-4b5d-87ac-f14137fce57c,POINT (13.732778 100.528771),#9D5A9B,100.5288,13.7328,1,63,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3181,711369,711369,1,3,1,1,2,1,2,lamp-ID-a565000b-1c13-4597-affb-80f3bdc695f9,POINT (13.743651482212785 100.546348208307),#16A3D4,100.5463,13.7437,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3180,512908,512908,1,3,1,1,2,1,10,lamp-ID-78d5085d-c0cb-497c-9205-c48a95c6ab7c,POINT (13.745366103798352 100.51641357256703),#ABABAB,100.5164,13.7454,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-317f,559614,559614,1,3,1,1,2,1,2,lamp-ID-867d5cf2-0d9c-4d8b-a6c8-0064a0b63161,POINT (13.743276817664261 100.54717508386699),#16A3D4,100.5472,13.7433,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-317e,916433,454510,1,3,1,1,2,1,10,lamp-ID-b2c83cc0-dbab-4e00-8659-e4ef81c30229,POINT (13.734117832617104 100.54540211080266),#ABABAB,100.5454,13.7341,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-317d,864015,521791,2,33,1,2,1,1,3,lamp-ID-50682359-8e96-44ac-a094-10a476fe9f69,POINT (13.724023 100.551349),#9D5A9B,100.5513,13.724,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-317c,469830,469830,2,33,1,1,2,1,10,lamp-ID-1cac9afa-b7b9-4286-ab0a-d5dd416ee3bf,POINT (13.732629620655215 100.54502303956998),#ABABAB,100.545,13.7326,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-317b,718985,718985,2,33,1,1,2,1,10,lamp-ID-e287e0db-347b-42c0-b530-9832c071f083,POINT (13.730240490846558 100.54166619737556),#ABABAB,100.5417,13.7302,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-317a,479242,479242,1,3,1,1,2,1,2,lamp-ID-3ecd53ec-462f-4539-9658-87a867c5b0c1,POINT (13.750330161126325 100.52144969972879),#16A3D4,100.5214,13.7503,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3179,471388,471388,2,33,1,1,2,1,10,lamp-ID-d78d9214-771b-40bb-af56-2ac2412984ea,POINT (13.731274591962537 100.53837119274789),#ABABAB,100.5384,13.7313,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3178,435692,435692,2,33,1,1,2,1,10,lamp-ID-aa420f95-4059-41b2-98e3-6e3e7f6874ea,POINT (13.730671919065479 100.54017419676629),#ABABAB,100.5402,13.7307,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3177,532164,532164,1,3,1,1,2,1,10,lamp-ID-169dcc79-d740-49ed-add2-655c1df95a00,POINT (13.734048844238451 100.52570632566758),#ABABAB,100.5257,13.734,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3176,903360,703374,1,3,1,2,1,1,3,lamp-ID-52104faf-1fdb-4738-b505-387ee254de36,POINT (13.745790571349145 100.54803352102306),#9D5A9B,100.548,13.7458,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3175,775148,775148,1,3,1,2,4,1,3,lamp-ID-9a3ff061-7ed7-434c-be0a-95e393e6395b,POINT (13.74386272 100.5401876),#9D5A9B,100.5402,13.7439,2,33.09,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3174,605784,605784,2,33,1,1,2,1,10,lamp-ID-961f587a-1f6f-41e7-8d27-6e7561caf373,POINT (13.731187096351196 100.53883322063834),#ABABAB,100.5388,13.7312,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3173,525488,525488,2,33,1,1,2,1,10,lamp-ID-2dcb9f84-665a-4563-95d6-fb35b1012167,POINT (13.74583909607671 100.52070668112957),#ABABAB,100.5207,13.7458,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3172,477376,477376,1,3,1,1,2,1,10,lamp-ID-144f2a4d-dda9-4511-b11b-18015135906c,POINT (13.7436935666314 100.54376392036141),#ABABAB,100.5438,13.7437,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3171,774054,774054,1,3,1,2,7,1,2,lamp-ID-84260298-ca5a-4721-aada-addb1b00da04,POINT (13.730040249153932 100.5355208677736),#16A3D4,100.5355,13.73,2,,มี,ปทุมวัน,Soffit
bma_streetlight.fid-122492c5_19f42063c6e_-3170,707504,707504,1,3,2,1,2,1,3,lamp-ID-05c45008-5f41-4c57-ab3b-bd7358ea7669,POINT (13.747915964180786 100.54462527564857),#9D5A9B,100.5446,13.7479,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-316f,396726,396726,2,33,1,1,2,1,10,lamp-ID-749fbca3-5f22-4939-802b-987247a95a24,POINT (13.731998892207448 100.54361634429681),#ABABAB,100.5436,13.732,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-316e,523502,523502,2,33,1,1,2,1,10,lamp-ID-fd8f36be-d01c-45b1-a7e3-c90e14d3cbb9,POINT (13.727997902101311 100.54343240154697),#ABABAB,100.5434,13.728,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-316d,527950,527950,1,3,1,2,1,1,3,lamp-ID-00c5e4c9-7549-41d6-be93-dacac35824f3,POINT (13.73475835553585 100.52351941762537),#9D5A9B,100.5235,13.7348,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-316c,863466,428874,2,33,1,2,1,1,3,lamp-ID-a2090a28-766f-47e9-8b9c-b0910a6d2b29,POINT (13.728723 100.551102),#9D5A9B,100.5511,13.7287,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-316b,600654,600654,2,33,1,1,2,1,10,lamp-ID-0845f008-c52b-4d11-8dc6-7efaec29f364,POINT (13.73306552537995 100.53856188237881),#ABABAB,100.5386,13.7331,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-316a,396732,396732,2,33,1,1,2,1,10,lamp-ID-ab29cf28-51f4-4afa-bc43-f240db491529,POINT (13.731773179437496 100.54411533002998),#ABABAB,100.5441,13.7318,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3169,629325,629325,2,33,1,1,2,1,1,lamp-ID-8b9a8ecd-f73f-400d-9c67-f634b4f2cff6,POINT (13.736820952005523 100.52674783905678),#E3525B,100.5267,13.7368,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3168,481347,481347,1,3,1,1,2,1,2,lamp-ID-84ebd5e5-275a-4451-8f6a-99b638e49083,POINT (13.748948013957904 100.52099028874514),#16A3D4,100.521,13.7489,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3167,725114,725114,2,33,1,1,2,1,1,lamp-ID-7d8eed0e-32dd-4da4-a4e1-8ebe8fd03ff0,POINT (13.734713896930085 100.55032065173381),#E3525B,100.5503,13.7347,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3166,863273,607466,2,33,1,2,1,1,3,lamp-ID-8d34700c-0fef-4d79-829a-57092ee3d695,POINT (13.726399 100.550287),#9D5A9B,100.5503,13.7264,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3165,860445,576280,1,3,1,2,9,1,3,lamp-ID-1032ad43-71d1-41aa-94cf-5d74c4ea28e7,POINT (13.73901 100.546709),#9D5A9B,100.5467,13.739,1,,มี,ปทุมวัน,เสา คสล. กิ่งคู่ขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3164,912422,528067,2,33,1,2,1,1,3,lamp-ID-d695c7e4-cf02-421e-894e-6dbd1345e302,POINT (13.744316 100.519173),#9D5A9B,100.5192,13.7443,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3163,549131,549131,2,33,1,1,2,1,1,lamp-ID-ecadfe4f-8d5e-4ac3-b5d5-aad4128f9ffa,POINT (13.740090459725149 100.5412277758942),#E3525B,100.5412,13.7401,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3162,775120,775120,1,3,1,2,2,1,3,lamp-ID-ea5aa521-16b7-470b-90ca-139701fb797e,POINT (13.73248836 100.5379231),#9D5A9B,100.5379,13.7325,2,27.53,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3161,703696,703696,1,3,1,1,2,1,10,lamp-ID-caecb023-4ad3-4046-af6d-7d4dcd349c65,POINT (13.747124788354146 100.54814347518948),#ABABAB,100.5481,13.7471,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3160,423988,423988,2,33,1,2,1,1,3,lamp-ID-bacf5d74-4ced-4d5d-a8fa-861ece311315,POINT (13.744352319135137 100.54915786635206),#9D5A9B,100.5492,13.7444,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-315f,721415,721415,2,33,1,1,2,1,10,lamp-ID-d6c43f0d-300c-49b6-b920-b228e0a82af6,POINT (13.733838127579508 100.5434941745916),#ABABAB,100.5435,13.7338,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-315e,925767,824789,2,33,1,2,1,1,3,002448,POINT (13.750419 100.52247),#9D5A9B,100.5225,13.7504,2,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-315d,470357,470357,2,33,1,1,2,1,10,lamp-ID-6f619847-67e5-4cea-9a96-02adf1e202bd,POINT (13.731222106352455 100.54514732158339),#ABABAB,100.5451,13.7312,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-315c,715331,715331,2,33,1,1,2,1,1,lamp-ID-02c58631-189d-4284-bc35-4137aa8e0958,POINT (13.72651329021433 100.55135247798172),#E3525B,100.5514,13.7265,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-315b,893897,535694,1,3,1,1,2,1,2,lamp-ID-1e5eed9f-66de-4645-8157-6b0464bd328d,POINT (13.738804275941018 100.51934423445653),#16A3D4,100.5193,13.7388,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-315a,911285,423942,1,3,1,2,1,1,3,lamp-ID-83b7a5ff-412f-40d1-87dd-f4e6fd9d01d7,POINT (13.745091 100.547917),#9D5A9B,100.5479,13.7451,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3159,912146,425444,1,3,1,2,2,1,3,lamp-ID-edfc7a93-2776-4a42-89c6-5ebd7a14ce7c,POINT (13.739513 100.517255),#9D5A9B,100.5173,13.7395,1,,มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3158,476618,476618,1,3,1,1,2,1,10,lamp-ID-1a65dcef-0b23-4953-8ea4-d7e4dd7e68ed,POINT (13.73523505270178 100.52912681108872),#ABABAB,100.5291,13.7352,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3157,700895,700895,2,33,1,1,2,1,2,lamp-ID-70b2a399-561e-49cd-ace2-d8aea021d9bf,POINT (13.735263492018582 100.52777432592258),#16A3D4,100.5278,13.7353,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3156,860593,396114,1,3,1,1,2,1,3,lamp-ID-f384ebff-8953-4cab-bfae-8794252e242e,POINT (13.732834 100.545687),#9D5A9B,100.5457,13.7328,1,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3155,604425,604425,2,33,1,1,2,1,10,lamp-ID-80bd3e9f-621a-4d09-9dad-77bc56d3080c,POINT (13.73393251858692 100.54054184823276),#ABABAB,100.5405,13.7339,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3154,428879,428879,2,33,1,1,2,1,10,lamp-ID-047e2e90-fd0b-4968-9e2c-0a93b910d02a,POINT (13.72870915848562 100.55193084323214),#ABABAB,100.5519,13.7287,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3153,435465,435465,2,33,1,1,2,1,10,lamp-ID-6515ba04-8f6f-40f0-a6e5-4f6afb52f322,POINT (13.729312340777454 100.54437034770716),#ABABAB,100.5444,13.7293,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-3152,774896,774896,1,3,1,2,4,1,3,lamp-ID-374343d9-c5db-45cf-a078-4839c6d7aa2d,POINT (13.740755587479434 100.53965295816569),#9D5A9B,100.5397,13.7408,2,,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-3151,428718,428718,1,3,1,2,1,1,3,lamp-ID-58d812e5-cee5-4a87-9086-02256cee70fc,POINT (13.73296289 100.528067),#9D5A9B,100.5281,13.733,2,44.5,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
bma_streetlight.fid-122492c5_19f42063c6e_-3150,772326,772326,1,3,1,2,3,1,3,lamp-ID-f813f123-c2ea-4fa6-9068-07a50602282d,POINT (13.72584471 100.5454765),#9D5A9B,100.5455,13.7258,2,51.88,มี,ปทุมวัน,เสาเหล็กกิ่งคู่
bma_streetlight.fid-122492c5_19f42063c6e_-314f,775230,775230,1,3,1,2,4,1,3,lamp-ID-d9b6dc5b-2aaf-4913-8bdc-716b1c476b70,POINT (13.74352453 100.5401343),#9D5A9B,100.5401,13.7435,2,54.31,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-314e,442440,442440,1,3,1,1,2,1,2,lamp-ID-cd7f0166-d152-44e0-9f3b-26eb0293c84f,POINT (13.7359471010449 100.52145936208834),#16A3D4,100.5215,13.7359,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-314d,556542,556542,1,3,1,2,4,1,3,lamp-ID-8cc2e5a6-5f0e-4a11-a86c-d6a67464dbca,POINT (13.72985903 100.5354729),#9D5A9B,100.5355,13.7299,2,18.95,มี,ปทุมวัน,เสาปะติมากรรม
bma_streetlight.fid-122492c5_19f42063c6e_-314c,592780,592780,1,3,1,1,2,1,2,lamp-ID-edbe8f47-b2fe-4879-8b8a-850dd1d19630,POINT (13.743745510685585 100.54576800895306),#16A3D4,100.5458,13.7437,2,,ไม่มี,ปทุมวัน,เสาเหล็กกิ่งเดี่ยว
bma_streetlight.fid-122492c5_19f42063c6e_-314b,864105,522258,2,33,1,2,1,1,3,lamp-ID-b2b1e08a-0c98-48f7-b06f-66f190850c3b,POINT (13.724382 100.551252),#9D5A9B,100.5513,13.7244,1,,มี,ปทุมวัน,เสา คสล. กิ่งเดี่ยวขาจับ
